ANP_ID,Codigo_SIG,ANP,PM,PM_link,FECHA,MODIFICAS,Cate_DEC_1,Cate_Man_1,Region_1,Estado,Municipio,Categoria,Zonificaci,Subzonific,nombre_1,ID,Pesca Comercial,Pesca Deportiva,Pesca,Buceo
7,1.3.04.122,Bahía de Loreto,SI,https://www.conanp.gob.mx/programademanejo/resumenes/ResumenBahiaDeLoreto.pdf,23/04/2019,,PMN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación Marina y Humedales,Estero Nopoló-Los Nidos,386,NO,NO,NO,NO
7,1.3.04.122,Bahía de Loreto,SI,https://www.conanp.gob.mx/programademanejo/resumenes/ResumenBahiaDeLoreto.pdf,23/04/2019,,PMN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación Marina y Humedales,Estero Puerto Escondido-Barco Hundido,387,NO,NO,NO,NO
7,1.3.04.122,Bahía de Loreto,SI,https://www.conanp.gob.mx/programademanejo/resumenes/ResumenBahiaDeLoreto.pdf,23/04/2019,,PMN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación Marina y Humedales,Estero las Garzas,388,NO,NO,NO,NO
7,1.3.04.122,Bahía de Loreto,SI,https://www.conanp.gob.mx/programademanejo/resumenes/ResumenBahiaDeLoreto.pdf,23/04/2019,,PMN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación Marina y Humedales,Punta El Bajo (Isla Coronados),389,NO,NO,NO,NO
7,1.3.04.122,Bahía de Loreto,SI,https://www.conanp.gob.mx/programademanejo/resumenes/ResumenBahiaDeLoreto.pdf,23/04/2019,,PMN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación Marina y Humedales,La Lobera (Isla Catalana o Santa Catalina),390,NO,NO,NO,NO
7,1.3.04.122,Bahía de Loreto,SI,https://www.conanp.gob.mx/programademanejo/resumenes/ResumenBahiaDeLoreto.pdf,23/04/2019,,PMN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación Marina y Humedales,Zona Oeste Isla Catalana o Santa Catalina,391,NO,NO,NO,NO
7,1.3.04.122,Bahía de Loreto,SI,https://www.conanp.gob.mx/programademanejo/resumenes/ResumenBahiaDeLoreto.pdf,23/04/2019,,PMN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación Marina y Humedales,Blanquizal (Isla Monserrat),392,NO,NO,NO,NO
7,1.3.04.122,Bahía de Loreto,SI,https://www.conanp.gob.mx/programademanejo/resumenes/ResumenBahiaDeLoreto.pdf,23/04/2019,,PMN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación Marina y Humedales,Bajo El Currigan,393,NO,NO,NO,NO
7,1.3.04.122,Bahía de Loreto,SI,https://www.conanp.gob.mx/programademanejo/resumenes/ResumenBahiaDeLoreto.pdf,23/04/2019,,PMN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación Marina y Humedales,Punta Faro Norte (Isla Danzante),394,NO,NO,NO,NO
7,1.3.04.122,Bahía de Loreto,SI,https://www.conanp.gob.mx/programademanejo/resumenes/ResumenBahiaDeLoreto.pdf,23/04/2019,,PMN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación Marina y Humedales,Bahía Márquez-Bajo El Murciélago (Isla del Carm,395,NO,NO,NO,NO
7,1.3.04.122,Bahía de Loreto,SI,https://www.conanp.gob.mx/programademanejo/resumenes/ResumenBahiaDeLoreto.pdf,23/04/2019,,PMN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación Marina y Humedales,Manglares de los Metates (Isla Coronados),396,NO,NO,NO,NO
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,El Bajo,109,SI,SI,SI,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,La Partida-Espíritu Santo,110,SI,SI,SI,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Tradicional,Uso Tradicional,Grupo Los Islotes,111,SI,SI,SI,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Tradicional,Uso Tradicional,Grupo Muellecito,114,SI,SI,SI,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Tradicional,Uso Tradicional,Grupo Tintorera,115,SI,SI,SI,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Tradicional,Uso Tradicional,Grupo El Cardonal,116,SI,SI,SI,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Tradicional,Uso Tradicional,Grupo La Partida,117,SI,SI,SI,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Tradicional,Uso Tradicional,Grupo El Mono,118,SI,SI,SI,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Tradicional,Uso Tradicional,Grupo La Salinita,119,SI,SI,SI,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Tradicional,Uso Tradicional,Grupo La Ballena,120,SI,SI,SI,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Público,Uso Público,Lapas03,122,NO,NO,NO,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Tradicional,Uso Tradicional,Grupo La Gallina,123,SI,SI,SI,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Tradicional,Uso Tradicional,Espíritu Santo-La Partida,124,SI,SI,SI,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Público,Uso Público,Fang Ming,125,NO,NO,NO,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Público,Uso Público,C-59,126,NO,NO,NO,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Tradicional,Uso Tradicional,Grupo El Morrito,127,SI,SI,SI,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Tradicional,Uso Tradicional,Grupo La Dispensa,129,SI,SI,SI,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona de Amortiguamiento,Uso Tradicional,Uso Tradicional,Bajo El Swany,130,SI,SI,SI,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona Núcleo,Uso Restringido,Uso Restringido,Los Islotes 1,112,NO,NO,NO,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona Núcleo,Uso Restringido,Uso Restringido,Los Islotes 2,113,NO,NO,NO,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona Núcleo,Uso Restringido,Uso Restringido,La Bonanza,121,NO,NO,NO,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona Núcleo,Uso Restringido,Uso Restringido,Bahia San Gabriel,128,NO,NO,NO,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona Núcleo,Uso Restringido,Uso Restringido,Los Islotes A,377,NO,NO,NO,SI
8,1.3.06.161,Zona marina del Archipiélago de Espíritu Santo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/Archivo_Archipielago_de_Espiritu_Santo.pdf,19/01/2015,,PN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente a las costas de La Paz,Zona Núcleo,Uso Restringido,Uso Restringido,Los Islotes B,378,NO,NO,NO,SI
9,1.7.03.176,Balandra,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/BALANDRA.pdf,29/10/2015,,Área de Protección de Flora y Fauna,APFyF,Península de Baja California y Pacífico Norte,Baja California Sur,La Paz,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Ecosistemas,Subzona de Aprovechamiento Sustentable de los Ecosistemas,Punta Diablo,215,ND,ND,SI,SI
9,1.7.03.176,Balandra,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/BALANDRA.pdf,29/10/2015,,Área de Protección de Flora y Fauna,APFyF,Península de Baja California y Pacífico Norte,Baja California Sur,La Paz,Zona de Amortiguamiento,Uso Público,Uso Público,Punta Diablo-El Merito,218,NO,NO,NO,SI
9,1.7.03.176,Balandra,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/BALANDRA.pdf,29/10/2015,,Área de Protección de Flora y Fauna,APFyF,Península de Baja California y Pacífico Norte,Baja California Sur,La Paz,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Ecosistemas,Subzona de Aprovechamiento Sustentable de los Ecosistemas,La Gaviota,219,ND,ND,SI,SI
9,1.7.03.176,Balandra,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/BALANDRA.pdf,29/10/2015,,AREA DE PROTECCIÓN DE FLORA Y FAUNA,AREA DE PROTECCIÓN DE FLORA Y FAUNA,Península de Baja California y Pacífico Norte,Baja California Sur,La Paz,Zona de Amortiguamiento,Uso Tradicional,Uso Tradicional,Ensenada Falsa,222,ND,ND,NO,NO
9,1.7.03.176,Balandra,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/BALANDRA.pdf,29/10/2015,,AREA DE PROTECCIÓN DE FLORA Y FAUNA,AREA DE PROTECCIÓN DE FLORA Y FAUNA,Península de Baja California y Pacífico Norte,Baja California Sur,La Paz,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,Faro de San Rafaelito,456,NO,NO,NO,SI
9,1.7.03.176,Balandra,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/BALANDRA.pdf,29/10/2015,,AREA DE PROTECCIÓN DE FLORA Y FAUNA,AREA DE PROTECCIÓN DE FLORA Y FAUNA,Península de Baja California y Pacífico Norte,Baja California Sur,La Paz,Zona de Amortiguamiento,Uso Público,Uso Público,Punta Diablo-El Merito,457,NO,NO,NO,SI
9,1.7.03.176,Balandra,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/BALANDRA.pdf,29/10/2015,,AREA DE PROTECCIÓN DE FLORA Y FAUNA,AREA DE PROTECCIÓN DE FLORA Y FAUNA,Península de Baja California y Pacífico Norte,Baja California Sur,La Paz,Zona de Amortiguamiento,Zona de Recuperación,Subzona de Recuperación,Manglares de Ensenada Falsa-Norte,458,NO,NO,NO,NO
9,1.7.03.176,Balandra,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/BALANDRA.pdf,29/10/2015,,AREA DE PROTECCIÓN DE FLORA Y FAUNA,AREA DE PROTECCIÓN DE FLORA Y FAUNA,Península de Baja California y Pacífico Norte,Baja California Sur,La Paz,Zona de Amortiguamiento,Zona de Recuperación,Subzona de Recuperación,Manglares de Ensenada Falsa-Sur,459,NO,NO,NO,NO
9,1.7.03.176,Balandra,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/BALANDRA.pdf,29/10/2015,,Área de Protección de Flora y Fauna,APFyF,Península de Baja California y Pacífico Norte,Baja California Sur,La Paz,Zona Núcleo,Uso Restringido,Uso Restringido,Balandra A,216,NO,NO,NO,SI
9,1.7.03.176,Balandra,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/BALANDRA.pdf,29/10/2015,,Área de Protección de Flora y Fauna,APFyF,Península de Baja California y Pacífico Norte,Baja California Sur,La Paz,Zona Núcleo,Uso Restringido,Uso Restringido,Balandra B,217,NO,NO,NO,SI
9,1.7.03.176,Balandra,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/BALANDRA.pdf,29/10/2015,,Área de Protección de Flora y Fauna,APFyF,Península de Baja California y Pacífico Norte,Baja California Sur,La Paz,Zona Núcleo,Uso Restringido,Uso Restringido,El Merito B,220,NO,NO,NO,SI
9,1.7.03.176,Balandra,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/BALANDRA.pdf,29/10/2015,,Área de Protección de Flora y Fauna,APFyF,Península de Baja California y Pacífico Norte,Baja California Sur,La Paz,Zona Núcleo,Uso Restringido,Uso Restringido,Gaviota,221,NO,NO,NO,SI
9,1.7.03.176,Balandra,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2015/BALANDRA.pdf,29/10/2015,,AREA DE PROTECCIÓN DE FLORA Y FAUNA,AREA DE PROTECCIÓN DE FLORA Y FAUNA,Península de Baja California y Pacífico Norte,Baja California Sur,La Paz,Zona Núcleo,Zona de Protección,Subzona de Protección,El Merito A,455,NO,NO,NO,NO
10,1.3.03.117,Cabo Pulmo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2009%2011%2013%20AVISOCabo%20Pulmo.pdf,13/11/2009,,PMN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente al municipio de Los Cabos,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación 1,CP3,211,NO,NO,NO,SI
10,1.3.03.117,Cabo Pulmo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2009%2011%2013%20AVISOCabo%20Pulmo.pdf,13/11/2009,,PMN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente al municipio de Los Cabos,Zona de Amortiguamiento,Zona de Preservación,Subzona de Preservación 1,CP4,212,NO,NO,NO,SI
10,1.3.03.117,Cabo Pulmo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2009%2011%2013%20AVISOCabo%20Pulmo.pdf,13/11/2009,,PMN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente al municipio de Los Cabos,Zona Núcleo,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Aprovechamiento Sustentable de los Recursos Naturales 1,CP1,210,NO,SI,SI,SI
10,1.3.03.117,Cabo Pulmo,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/2009%2011%2013%20AVISOCabo%20Pulmo.pdf,13/11/2009,,PMN,PN,Península de Baja California y Pacífico Norte,Baja California Sur,Frente al municipio de Los Cabos,Zona Núcleo,Zona de Preservación,Subzona de Preservación 1,CP5,213,NO,NO,NO,SI
11,,Cabo San Lucas,NO,https://simec.conanp.gob.mx/ficha.php?anp=113&reg=1,,,AREA DE PROTECCIÓN DE FLORA Y FAUNA,AREA DE PROTECCIÓN DE FLORA Y FAUNA,Península de Baja California y Pacífico Norte,Baja California Sur,,Zona de Amortiguamiento,,,,544,,,,
12,1.8.01.171,Ventilas Hidrotermales de la Cuenca de Guaymas y de la Dorsal del Pacífico Oriental,SI,https://www.conanp.gob.mx/programademanejo/resumenes/DOFVENTILAS.pdf,21/02/2014,,SANCTUARIO,SANCTUARIO,Península de Baja California y Pacífico Norte,,Golfo de California y en el Pacífico Norte,Zona de Amortiguamiento,Zona Núcleo,Zona Núcleo,Cuenca de Guaymas,281,SI,SI,SI,ND
12,1.8.01.171,Ventilas Hidrotermales de la Cuenca de Guaymas y de la Dorsal del Pacífico Oriental,SI,https://www.conanp.gob.mx/programademanejo/resumenes/DOFVENTILAS.pdf,21/02/2014,,SANCTUARIO,SANCTUARIO,Península de Baja California y Pacífico Norte,,Golfo de California y en el Pacífico Norte,Zona de Amortiguamiento,Zona Núcleo,Zona Núcleo,Dorsal del Pacífico Oriental,282,SI,SI,SI,ND
13,2.1.03.147,Isla San Pedro Mártir,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOsnpdrmrtr.pdf,1/2/2011,,RB,RB,Noroeste y Alto Golfo de California,Sonora,Costa de Hermosillo,Zona de Amortiguamiento,Zona de Protección,Subzona de Protección,Protección,448,NO,NO,NO,NO
13,2.1.03.147,Isla San Pedro Mártir,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOsnpdrmrtr.pdf,1/2/2011,,RB,RB,Noroeste y Alto Golfo de California,Sonora,Costa de Hermosillo,Zona Núcleo,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,Aprovechamiento Sustentable de los Recursos Naturales Marino,208,ND,ND,SI,SI
13,2.1.03.147,Isla San Pedro Mártir,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOsnpdrmrtr.pdf,1/2/2011,,RB,RB,Noroeste y Alto Golfo de California,Sonora,Costa de Hermosillo,Zona Núcleo,Uso Público,Uso Público,Uso Publico,209,NO,NO,NO,ND
13,2.1.03.147,Isla San Pedro Mártir,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOsnpdrmrtr.pdf,1/2/2011,,RB,RB,Noroeste y Alto Golfo de California,Sonora,Costa de Hermosillo,Zona Núcleo,Zona de Recuperación,Subzona de Recuperación,Recuperación,449,NO,NO,NO,NO
15,9.3.03.111,Arrecife Alacranes,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF%2029%20Nov%20Alacranes.pdf,29/11/2007,,PMN,PN,Península de Yucatán y Caribe Mexicano,Yucatán,Frente al municipio de Progreso,Zona de Amortiguamiento,Zona de Preservación,Subzona de Amortiguamiento,AL2,241,NO,NO,NO,SI
15,9.3.03.111,Arrecife Alacranes,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF%2029%20Nov%20Alacranes.pdf,29/11/2007,,PMN,PN,Península de Yucatán y Caribe Mexicano,Yucatán,Frente al municipio de Progreso,Zona de Amortiguamiento,Zona de Preservación,Subzona de Amortiguamiento,AL3,242,NO,NO,NO,SI
15,9.3.03.111,Arrecife Alacranes,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF%2029%20Nov%20Alacranes.pdf,29/11/2007,,PMN,PN,Península de Yucatán y Caribe Mexicano,Yucatán,Frente al municipio de Progreso,Zona de Amortiguamiento,Zona de Preservación,Subzona de Amortiguamiento,AL4,244,NO,NO,NO,SI
15,9.3.03.111,Arrecife Alacranes,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF%2029%20Nov%20Alacranes.pdf,29/11/2007,,PMN,PN,Península de Yucatán y Caribe Mexicano,Yucatán,Frente al municipio de Progreso,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Amortiguamiento,AL1,245,SI,SI,SI,SI
15,9.3.03.111,Arrecife Alacranes,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF%2029%20Nov%20Alacranes.pdf,29/11/2007,,PMN,PN,Península de Yucatán y Caribe Mexicano,Yucatán,Frente al municipio de Progreso,Zona Núcleo,Uso Restringido,Zona Núcleo,AL5,240,NO,NO,NO,SI
15,9.3.03.111,Arrecife Alacranes,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/DOF%2029%20Nov%20Alacranes.pdf,29/11/2007,,PMN,PN,Península de Yucatán y Caribe Mexicano,Yucatán,Frente al municipio de Progreso,Zona Núcleo,Uso Restringido,Zona Núcleo,AL6,243,NO,NO,NO,SI
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Uso Recreativo intensivo,Zona I-1,189,NO,NO,SI,SI
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Zona para navegación en la laguna arrecifal,Zona IV-1,190,NO,NO,SI,NO
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Uso Pesquero concesionado,Zona VIII-1,191,SI,SI,SI,SI
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Zona para navegación,Zona V,192,SI,SI,SI,SI
16,9.3.07.128,Arrecife de Puerto Morelos,SI,https://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/AVISOmorelos.pdf,18/09/2000,,PN,PN,Península de Yucatán y Caribe Mexicano,Quintana Roo,Benito Juárez,Zona de Amortiguamiento,Zona de Amortiguamiento,Uso Recreativo semi-intensivo,Zona VI-1,193,NO,NO,NO,SI
